, gaze_angle_x, gaze_angle_y, pose_Tx, pose_Ty, pose_Tz, pose_Rx, pose_Ry, pose_Rz,mouth,y,y_pre_label
25164,0.439,-0.161,35.3,83.5,526.3,-0.294,-0.359,0.055,16.4,1,1
25165,0.436,-0.167,35.0,83.5,526.3,-0.292,-0.357,0.055,16.4,1,1
25166,0.424,-0.174,34.7,83.9,526.6,-0.292,-0.355,0.056,16.9,1,1
25167,0.435,-0.182,34.8,83.9,527.0,-0.293,-0.358,0.056,16.6,1,1
25168,0.449,-0.192,34.7,83.3,526.2,-0.304,-0.365,0.056,16.1,1,1
25169,0.447,-0.193,34.9,83.3,525.9,-0.307,-0.37,0.058,16.2,1,1
25170,0.444,-0.216,35.1,83.7,525.5,-0.311,-0.367,0.063,17.0,1,1
25171,0.454,-0.195,35.4,83.3,524.5,-0.312,-0.374,0.064,17.6,1,1
25172,0.456,-0.192,35.6,81.8,523.8,-0.308,-0.38,0.066,17.3,1,1
25173,0.446,-0.189,35.5,81.4,521.9,-0.313,-0.376,0.066,17.5,1,1
25174,0.461,-0.196,35.6,81.9,521.4,-0.305,-0.376,0.069,17.8,1,1
25175,0.448,-0.186,35.6,82.3,521.5,-0.3,-0.373,0.069,17.6,1,1
25176,0.445,-0.165,35.6,82.4,521.0,-0.295,-0.382,0.071,17.7,1,1
25177,0.436,-0.171,35.5,83.5,521.8,-0.288,-0.393,0.071,18.1,1,1
25178,0.44,-0.142,35.4,84.0,522.3,-0.286,-0.395,0.072,18.1,1,1
25179,0.44,-0.151,35.2,83.7,521.7,-0.287,-0.4,0.072,17.8,1,1
25180,0.439,-0.157,35.1,83.7,522.0,-0.287,-0.395,0.072,17.9,1,1
25181,0.439,-0.174,35.2,84.7,523.2,-0.282,-0.399,0.073,18.1,1,1
25182,0.443,-0.17,35.3,85.0,523.2,-0.281,-0.404,0.073,18.3,1,1
25183,0.449,-0.173,35.4,84.9,523.1,-0.284,-0.409,0.074,18.3,1,1
25184,0.451,-0.165,35.6,85.0,523.8,-0.286,-0.411,0.077,18.2,1,1
25185,0.448,-0.168,35.7,85.3,524.5,-0.286,-0.412,0.079,18.4,1,1
25186,0.446,-0.158,35.7,85.2,524.5,-0.288,-0.413,0.082,18.6,1,1
25187,0.46,-0.162,35.6,85.1,524.8,-0.289,-0.411,0.084,19.0,1,1
25188,0.456,-0.153,35.5,85.4,525.2,-0.293,-0.415,0.084,18.8,1,1
25189,0.46,-0.148,35.3,85.8,525.9,-0.292,-0.41,0.087,19.1,1,1
25190,0.451,-0.146,35.1,85.8,526.4,-0.294,-0.415,0.087,19.1,1,1
25191,0.454,-0.145,34.8,85.6,526.5,-0.293,-0.414,0.088,19.3,1,1
25192,0.453,-0.146,34.5,85.7,526.2,-0.296,-0.423,0.088,19.5,1,1
25193,0.45,-0.143,34.3,85.9,527.2,-0.294,-0.413,0.088,19.7,1,1
25194,0.445,-0.145,34.2,85.8,527.2,-0.296,-0.413,0.088,19.6,1,1
25195,0.456,-0.15,34.1,85.7,526.6,-0.3,-0.416,0.087,19.8,1,1
25196,0.443,-0.142,34.1,86.2,527.6,-0.297,-0.416,0.089,20.4,1,1
25197,0.444,-0.153,34.1,86.2,527.7,-0.298,-0.42,0.09,20.2,1,1
25198,0.449,-0.146,34.1,86.0,527.5,-0.297,-0.421,0.09,20.4,1,1
25199,0.451,-0.146,34.1,86.0,527.8,-0.296,-0.422,0.09,20.4,1,1
25200,0.459,-0.153,34.2,86.3,528.5,-0.297,-0.428,0.088,20.6,1,1
25201,0.461,-0.152,34.2,86.1,528.5,-0.298,-0.433,0.088,20.7,1,1
25202,0.468,-0.142,34.2,85.9,529.2,-0.297,-0.428,0.087,21.2,1,1
25203,0.459,-0.14,34.0,85.7,528.9,-0.296,-0.429,0.088,21.3,1,1
25204,0.456,-0.141,33.8,85.6,528.5,-0.293,-0.422,0.087,21.4,1,1
25205,0.455,-0.134,33.7,85.4,529.0,-0.294,-0.416,0.085,21.2,1,1
25206,0.451,-0.143,33.4,85.4,528.8,-0.297,-0.416,0.083,21.2,1,1
25207,0.451,-0.143,33.3,85.5,528.7,-0.299,-0.416,0.081,20.1,1,1
25208,0.45,-0.151,33.3,85.5,528.8,-0.3,-0.415,0.079,19.8,1,1
25209,0.446,-0.158,33.3,85.3,528.7,-0.297,-0.417,0.078,19.2,1,1
25210,0.451,-0.153,33.2,85.1,528.3,-0.296,-0.413,0.078,18.9,1,1
25211,0.46,-0.153,33.2,85.2,528.3,-0.295,-0.412,0.078,18.9,1,1
25212,0.458,-0.157,33.3,85.2,528.4,-0.295,-0.412,0.078,18.9,1,1
25213,0.459,-0.155,33.3,85.2,528.2,-0.298,-0.408,0.077,18.8,1,1
25214,0.463,-0.152,33.4,85.4,528.3,-0.299,-0.411,0.078,18.3,1,1
25215,0.463,-0.135,33.6,85.6,529.0,-0.295,-0.412,0.078,18.2,1,1
25216,0.459,-0.155,33.7,85.4,528.8,-0.294,-0.413,0.077,18.1,1,1
25217,0.455,-0.178,33.8,85.2,528.4,-0.293,-0.413,0.075,17.9,1,1
25218,0.457,-0.17,33.8,85.4,528.1,-0.294,-0.415,0.076,17.8,1,1
25219,0.461,-0.14,33.9,85.6,528.2,-0.291,-0.413,0.076,17.1,1,1
25220,0.441,-0.08,33.9,85.7,528.2,-0.292,-0.407,0.076,14.9,1,1
25221,0.433,-0.077,33.9,85.9,528.3,-0.29,-0.398,0.075,12.8,1,1
25222,0.437,-0.083,34.0,86.2,528.6,-0.291,-0.398,0.073,12.3,1,1
25223,0.422,-0.084,33.9,86.2,528.6,-0.295,-0.396,0.071,11.6,1,1
25224,0.421,-0.084,33.7,86.0,528.6,-0.299,-0.39,0.069,12.2,1,1
25225,0.414,-0.077,33.5,86.0,528.6,-0.299,-0.391,0.07,14.1,1,1
25226,0.411,-0.059,33.4,86.1,528.9,-0.297,-0.396,0.071,15.2,1,1
25227,0.407,-0.07,33.2,86.0,529.4,-0.293,-0.394,0.074,15.2,1,1
25228,0.412,-0.085,32.9,85.8,529.1,-0.291,-0.398,0.074,15.5,1,1
25229,0.415,-0.095,32.7,85.7,528.9,-0.291,-0.392,0.074,15.5,1,1
25230,0.419,-0.092,32.5,85.5,528.2,-0.292,-0.388,0.074,15.9,1,1
25231,0.429,-0.1,32.4,85.4,527.5,-0.297,-0.387,0.073,16.2,1,1
25232,0.436,-0.095,32.2,85.5,527.7,-0.291,-0.381,0.073,16.5,1,1
25233,0.434,-0.093,32.2,85.6,528.0,-0.286,-0.39,0.074,17.0,1,1
25234,0.436,-0.106,31.9,85.5,527.2,-0.286,-0.393,0.073,16.8,1,1
25235,0.421,-0.078,31.9,86.0,529.0,-0.286,-0.391,0.073,16.8,1,1
25236,0.347,-0.003,31.9,86.8,532.5,-0.292,-0.413,0.07,16.9,1,1
25237,0.353,-0.015,31.7,86.8,532.5,-0.294,-0.402,0.07,17.0,1,1
25238,0.353,-0.048,31.3,86.3,530.4,-0.293,-0.396,0.069,16.9,1,1
25239,0.392,-0.075,31.1,86.4,530.9,-0.294,-0.397,0.069,16.8,1,1
25240,0.407,-0.081,30.9,86.5,530.9,-0.291,-0.391,0.068,16.9,1,1
25241,0.414,-0.092,30.6,86.4,530.9,-0.294,-0.393,0.069,16.4,1,1
25242,0.423,-0.087,30.3,86.3,530.9,-0.295,-0.386,0.069,16.0,1,1
25243,0.411,-0.073,29.9,86.2,530.4,-0.296,-0.384,0.067,15.8,1,1
25244,0.367,-0.04,29.6,86.3,530.9,-0.293,-0.376,0.064,15.3,1,1
25245,0.352,-0.061,29.3,86.2,530.9,-0.292,-0.383,0.063,15.3,1,1
25246,0.35,-0.059,29.1,86.2,531.2,-0.288,-0.376,0.063,15.7,1,1
25247,0.35,-0.055,28.9,86.3,531.6,-0.289,-0.371,0.063,16.6,1,1
25248,0.35,-0.051,28.7,86.1,531.6,-0.292,-0.369,0.064,17.1,1,1
25249,0.346,-0.046,28.4,86.0,530.9,-0.296,-0.37,0.063,17.9,1,1
25250,0.351,-0.038,28.2,86.1,530.5,-0.297,-0.374,0.062,18.2,1,1
25251,0.342,-0.037,27.9,86.3,530.4,-0.299,-0.369,0.062,18.3,1,1
25252,0.351,-0.05,27.7,86.3,530.2,-0.301,-0.369,0.062,18.0,1,1
25253,0.336,-0.049,27.6,86.2,530.7,-0.297,-0.366,0.063,18.2,1,1
25254,0.332,-0.053,27.4,86.0,529.9,-0.295,-0.363,0.063,17.8,1,1
25255,0.333,-0.065,27.2,85.9,529.9,-0.297,-0.361,0.061,18.3,1,1
25256,0.329,-0.063,27.0,86.0,530.5,-0.301,-0.359,0.06,18.1,1,1
25257,0.346,-0.06,26.8,85.9,530.4,-0.301,-0.359,0.058,18.3,1,1
25258,0.348,-0.068,26.5,85.9,530.0,-0.303,-0.359,0.057,18.4,1,1
25259,0.341,-0.064,26.3,85.8,530.1,-0.302,-0.357,0.056,18.2,1,1
25260,0.328,-0.06,26.0,85.6,529.9,-0.3,-0.346,0.057,18.1,1,1
25261,0.326,-0.071,25.9,85.6,529.7,-0.298,-0.343,0.058,18.2,1,1
25262,0.336,-0.072,25.6,85.4,528.5,-0.297,-0.339,0.057,18.1,1,1
25263,0.335,-0.075,25.4,85.3,528.3,-0.298,-0.336,0.056,17.9,1,1
25264,0.329,-0.072,25.3,85.3,528.5,-0.301,-0.334,0.056,17.8,1,1
25265,0.325,-0.072,25.2,85.3,528.6,-0.304,-0.333,0.056,18.0,1,1
25266,0.32,-0.07,25.2,85.2,528.6,-0.305,-0.332,0.056,18.1,1,1
25267,0.329,-0.071,25.2,85.2,528.8,-0.301,-0.332,0.056,18.1,1,1
25268,0.333,-0.074,25.1,85.2,528.8,-0.303,-0.333,0.057,18.1,1,1
25269,0.335,-0.068,24.9,85.3,529.0,-0.3,-0.332,0.057,18.4,1,1
25270,0.336,-0.068,24.8,85.4,529.2,-0.3,-0.332,0.058,18.2,1,1
25271,0.315,-0.063,24.7,85.3,529.1,-0.299,-0.331,0.057,18.1,1,1
25272,0.302,-0.052,24.6,85.3,529.0,-0.296,-0.331,0.056,17.8,1,1
25273,0.322,-0.059,24.4,85.3,529.4,-0.302,-0.332,0.054,17.7,1,1
25274,0.33,-0.05,24.1,85.2,528.7,-0.298,-0.324,0.054,17.8,1,1
25275,0.323,-0.061,23.9,85.3,529.2,-0.302,-0.325,0.053,17.8,1,1
25276,0.317,-0.064,23.7,85.2,528.9,-0.301,-0.321,0.052,18.0,1,1
25277,0.295,-0.057,23.5,85.3,529.2,-0.304,-0.325,0.051,18.1,1,1
25278,0.308,-0.066,23.3,85.2,528.8,-0.302,-0.325,0.05,18.0,1,1
25279,0.3,-0.065,23.1,85.2,529.0,-0.296,-0.319,0.052,17.7,1,1
25280,0.314,-0.073,22.8,85.2,528.9,-0.302,-0.323,0.051,17.9,1,1
25281,0.327,-0.053,22.5,85.4,529.3,-0.302,-0.323,0.051,18.2,1,1
25282,0.325,-0.055,22.3,85.3,528.8,-0.303,-0.319,0.05,18.3,1,1
25283,0.307,-0.065,22.1,85.4,528.7,-0.304,-0.32,0.048,18.4,1,1
25284,0.306,-0.063,21.9,85.7,530.2,-0.304,-0.319,0.047,18.3,1,1
25285,0.325,-0.054,21.8,85.8,530.7,-0.304,-0.319,0.047,18.4,1,1
25286,0.34,-0.049,21.7,85.9,530.8,-0.304,-0.318,0.048,18.4,1,1
25287,0.349,-0.053,21.4,85.9,530.5,-0.303,-0.314,0.049,18.3,1,0
25288,0.341,-0.053,21.2,85.9,530.7,-0.299,-0.308,0.049,18.3,1,0
25289,0.346,-0.052,20.9,85.9,530.9,-0.297,-0.308,0.05,17.6,1,0
25290,0.328,-0.05,20.6,85.9,530.5,-0.295,-0.3,0.05,15.3,1,0
25291,0.322,-0.049,20.3,86.0,530.8,-0.288,-0.296,0.049,13.6,1,0
25292,0.343,-0.044,20.1,85.9,531.1,-0.289,-0.296,0.049,13.0,1,0
25293,0.318,-0.045,19.8,85.7,530.4,-0.283,-0.289,0.048,12.6,0,0
25294,0.303,-0.03,19.5,85.8,530.8,-0.282,-0.288,0.046,12.6,0,0
25295,0.311,-0.03,19.2,85.6,530.0,-0.279,-0.284,0.046,12.7,0,0
25296,0.308,-0.029,18.9,85.6,530.7,-0.277,-0.285,0.045,13.0,0,0
25297,0.313,-0.027,18.4,85.5,530.3,-0.277,-0.279,0.044,13.2,0,0
25298,0.308,-0.02,17.9,85.5,529.7,-0.27,-0.274,0.044,14.5,0,0
25299,0.339,-0.055,17.2,85.0,526.0,-0.259,-0.266,0.043,15.0,0,0
25300,0.298,-0.035,16.9,85.2,529.4,-0.265,-0.266,0.042,16.0,0,0
25301,0.315,-0.058,16.4,84.5,525.8,-0.259,-0.256,0.04,17.0,0,0
25302,0.309,-0.038,15.9,84.2,525.3,-0.264,-0.247,0.04,17.5,0,0
25303,0.302,-0.048,15.6,84.1,526.3,-0.264,-0.234,0.04,17.7,0,0
25304,0.292,-0.054,15.4,84.3,528.7,-0.264,-0.227,0.033,17.5,0,0
25305,0.293,-0.078,15.3,84.6,530.2,-0.266,-0.217,0.03,16.3,0,0
25306,0.298,-0.057,15.0,84.5,528.9,-0.258,-0.205,0.027,16.4,0,0
25307,0.278,-0.069,14.9,84.6,528.4,-0.264,-0.198,0.022,14.1,0,0
25308,0.247,-0.084,14.7,84.1,525.9,-0.279,-0.195,0.02,9.1,0,0
25309,0.244,-0.084,14.6,83.2,525.2,-0.292,-0.187,0.019,4.9,0,0
25310,0.254,-0.086,14.7,82.2,524.6,-0.299,-0.182,0.017,4.5,0,0
25311,0.279,-0.069,14.8,81.4,526.0,-0.306,-0.185,0.016,5.3,0,0
25312,0.247,-0.086,14.8,80.7,526.1,-0.289,-0.176,0.01,8.1,0,0
25313,0.203,-0.093,14.9,80.2,527.5,-0.277,-0.168,0.004,11.5,0,0
25314,0.181,-0.062,14.9,79.3,524.2,-0.261,-0.155,0.001,13.0,0,0
25315,0.175,-0.067,14.8,78.5,520.8,-0.259,-0.139,0.0,15.6,0,0
25316,0.144,-0.093,14.2,78.6,525.2,-0.327,-0.136,0.03,20.2,0,0
25317,0.119,-0.113,14.4,77.9,523.3,-0.364,-0.134,0.045,21.6,0,0
25318,0.097,-0.128,15.2,78.0,524.8,-0.391,-0.142,0.056,20.6,0,0
25319,0.149,-0.116,16.7,78.9,526.5,-0.355,-0.121,0.046,20.0,0,0
25320,0.108,-0.112,17.3,80.4,531.5,-0.38,-0.13,0.061,19.4,0,0
25321,0.103,-0.114,17.3,81.0,531.7,-0.403,-0.137,0.067,19.9,0,0
25322,0.115,-0.11,17.7,81.1,533.7,-0.383,-0.116,0.049,19.4,0,0
25323,0.156,-0.132,16.9,80.9,532.3,-0.418,-0.132,0.056,19.2,0,0
25324,0.202,-0.169,16.7,79.7,524.0,-0.386,-0.132,0.045,19.4,0,0
25325,0.142,-0.156,16.0,80.2,532.7,-0.444,-0.138,0.056,18.3,0,0
25326,0.159,-0.133,16.1,80.0,533.2,-0.408,-0.116,0.041,17.5,0,0
25327,0.176,-0.151,14.9,80.2,528.8,-0.446,-0.126,0.055,15.7,0,0
25328,0.162,-0.169,14.6,80.5,526.9,-0.454,-0.133,0.061,14.3,0,0
25329,0.151,-0.175,14.6,80.7,526.1,-0.446,-0.133,0.061,12.8,0,0
25330,0.157,-0.166,14.7,80.7,525.2,-0.445,-0.135,0.062,9.3,0,0
25331,0.147,-0.173,14.8,80.8,524.7,-0.452,-0.129,0.064,6.3,0,0
25332,0.156,-0.144,16.0,81.8,526.6,-0.45,-0.127,0.069,4.5,0,0
25333,0.133,-0.139,17.3,82.9,527.9,-0.442,-0.123,0.077,5.1,0,0
25334,0.145,-0.148,17.5,83.9,528.5,-0.439,-0.115,0.087,11.6,0,0
25335,0.153,-0.177,16.5,84.2,529.4,-0.446,-0.099,0.095,18.4,0,0
25336,0.1,-0.171,15.0,83.8,534.1,-0.448,-0.073,0.092,17.3,0,0
25337,0.097,-0.149,13.3,82.3,537.9,-0.435,-0.047,0.089,15.8,0,0
25338,0.06,-0.153,11.8,80.6,536.9,-0.43,-0.026,0.087,15.2,0,0
25339,0.084,-0.158,10.9,79.2,534.4,-0.427,-0.022,0.077,15.0,0,0
25340,0.078,-0.153,10.9,77.9,532.1,-0.422,-0.014,0.065,14.6,0,0
25341,0.083,-0.163,11.4,76.8,528.9,-0.422,-0.006,0.053,14.5,0,0
25342,0.098,-0.139,11.9,76.9,527.6,-0.405,-0.003,0.046,16.6,0,0
25343,0.066,-0.133,12.4,77.6,526.0,-0.394,0.004,0.043,18.1,0,0
25344,0.018,-0.14,12.2,78.3,524.6,-0.393,0.02,0.038,20.3,0,0
25345,0.058,-0.157,11.9,79.4,526.2,-0.384,0.04,0.034,23.6,0,0
25346,0.049,-0.133,12.2,80.9,530.2,-0.332,0.063,0.02,24.6,0,0
25347,0.019,-0.06,13.4,81.7,536.7,-0.274,0.084,0.011,24.3,0,0
25348,0.003,-0.063,14.8,81.9,542.1,-0.252,0.107,0.001,24.4,0,0
25349,-0.001,-0.074,15.9,81.9,544.5,-0.278,0.103,-0.004,22.4,0,0
25350,-0.015,-0.084,17.0,82.4,548.0,-0.288,0.114,-0.011,21.1,0,0
25351,-0.047,-0.066,17.2,81.5,547.2,-0.292,0.108,-0.009,19.5,0,0
25352,-0.008,-0.102,16.3,80.0,543.8,-0.313,0.06,-0.006,18.9,0,0
25353,0.001,-0.095,15.6,79.6,542.1,-0.33,0.045,-0.001,18.4,0,0
25354,-0.003,-0.114,15.2,80.0,544.8,-0.341,0.045,0.001,18.8,0,0
25355,-0.021,-0.095,15.3,80.7,549.2,-0.336,0.078,0.007,19.7,0,0
25356,-0.065,-0.106,15.1,81.3,550.8,-0.327,0.095,0.013,19.8,0,0
25357,-0.077,-0.116,14.4,82.3,552.4,-0.328,0.107,0.02,19.7,0,0
25358,-0.011,-0.113,12.9,82.5,552.8,-0.322,0.065,0.025,19.6,0,0
25359,0.021,-0.131,11.6,81.9,549.2,-0.334,0.041,0.021,19.7,0,0
25360,-0.008,-0.12,11.1,81.4,548.0,-0.349,0.05,0.024,18.1,0,0
25361,-0.0,-0.132,10.3,81.1,544.3,-0.365,0.059,0.021,10.3,0,0
25362,0.015,-0.161,9.8,79.5,537.8,-0.396,0.056,0.018,5.4,0,0
25363,0.033,-0.157,9.2,78.3,534.0,-0.415,0.029,0.017,3.8,0,0
25364,0.037,-0.155,9.1,78.4,534.2,-0.415,0.026,0.018,3.3,0,0
25365,0.016,-0.172,9.2,79.6,537.7,-0.414,0.031,0.019,4.9,0,0
25366,0.056,-0.158,8.9,80.7,542.0,-0.401,0.005,0.016,6.6,0,0
25367,0.064,-0.152,8.4,81.3,544.4,-0.397,-0.016,0.017,11.6,0,0
25368,0.066,-0.173,8.4,81.3,545.8,-0.411,-0.028,0.013,16.1,0,0
25369,0.053,-0.219,9.0,80.2,547.9,-0.412,-0.005,0.024,22.2,0,0
25370,-0.003,-0.177,9.4,79.1,550.8,-0.386,0.028,0.039,25.0,0,0
25371,-0.011,-0.127,8.8,78.2,548.3,-0.349,0.016,0.037,25.0,0,0
25372,0.015,-0.091,7.5,78.0,545.7,-0.323,-0.0,0.04,25.2,0,0
25373,-0.002,-0.044,5.2,78.5,545.5,-0.309,0.001,0.044,24.9,0,0
25374,-0.02,-0.085,2.7,78.7,543.0,-0.316,0.005,0.045,26.7,0,0
25375,0.081,-0.067,-0.5,78.1,537.7,-0.323,-0.031,0.037,25.6,0,0
25376,0.08,-0.085,-2.6,77.1,535.1,-0.323,-0.052,0.03,25.0,0,0
25377,0.07,-0.098,-3.9,74.3,530.5,-0.335,-0.055,0.014,25.0,0,0
25378,0.077,-0.102,-4.6,71.7,529.2,-0.359,-0.052,0.009,25.5,0,0
25379,0.079,-0.105,-5.3,69.2,521.3,-0.356,-0.059,0.005,26.3,0,0
25380,0.059,-0.102,-6.2,67.2,515.6,-0.359,-0.072,0.004,26.8,0,0
25381,0.104,-0.119,-7.8,65.3,509.9,-0.349,-0.083,0.006,27.3,0,0
25382,0.097,-0.082,-9.9,63.9,506.3,-0.345,-0.08,0.011,27.3,0,0
25383,0.077,-0.097,-12.3,62.4,502.2,-0.338,-0.083,0.013,27.4,0,0
25384,0.084,-0.081,-14.8,60.5,497.7,-0.332,-0.078,0.016,28.8,0,0
25385,0.095,-0.07,-17.3,58.0,494.7,-0.344,-0.074,0.019,31.1,0,0
25386,0.094,-0.063,-19.8,55.2,491.5,-0.359,-0.08,0.02,30.9,0,0
25387,0.127,-0.084,-22.5,52.5,484.8,-0.362,-0.103,0.023,31.9,0,0
25388,0.14,-0.109,-25.7,50.3,476.6,-0.365,-0.13,0.025,31.6,0,0
25389,0.134,-0.064,-29.4,49.6,474.6,-0.351,-0.138,0.03,31.0,0,0
25390,0.152,-0.026,-33.9,49.4,471.7,-0.306,-0.146,0.032,31.6,0,0
25391,0.143,-0.002,-39.3,48.8,466.8,-0.278,-0.151,0.03,31.4,0,0
25392,0.161,0.012,-44.7,48.0,460.6,-0.246,-0.163,0.027,31.3,0,0
25393,0.175,0.049,-50.5,47.5,457.0,-0.223,-0.171,0.021,31.5,0,0
25394,0.188,0.06,-56.2,47.3,453.5,-0.209,-0.172,0.019,32.6,0,0
25395,0.131,0.047,-62.2,46.9,451.3,-0.206,-0.173,0.016,33.3,0,0
25396,0.192,0.05,-67.9,45.9,450.1,-0.208,-0.184,0.012,34.7,0,0
25397,0.22,0.047,-73.3,44.6,448.4,-0.224,-0.199,0.006,35.6,0,0
25398,0.216,0.046,-78.2,43.4,447.8,-0.227,-0.211,0.004,36.6,0,0
25399,0.226,0.057,-82.0,41.8,444.1,-0.217,-0.219,0.005,36.6,0,0
25400,0.236,0.06,-86.2,40.8,443.6,-0.218,-0.231,0.005,38.2,0,0
25401,0.215,0.068,-89.3,39.9,440.2,-0.207,-0.242,0.009,39.1,0,0
25402,0.267,0.072,-92.1,39.3,438.1,-0.203,-0.251,0.017,39.3,0,0
25403,0.286,0.068,-94.0,38.3,433.7,-0.197,-0.254,0.022,40.2,0,0
25404,0.276,0.066,-95.7,37.6,432.0,-0.204,-0.265,0.026,41.2,0,0
25405,0.278,0.079,-97.0,37.1,431.2,-0.192,-0.277,0.032,41.5,0,0
25406,0.269,0.083,-97.1,36.5,428.1,-0.185,-0.289,0.039,41.1,0,0
25407,0.285,0.097,-97.1,36.3,427.7,-0.171,-0.295,0.044,41.4,0,0
25408,0.281,0.096,-96.6,36.2,426.9,-0.167,-0.297,0.044,41.5,0,0
25409,0.26,0.09,-95.7,36.5,426.2,-0.162,-0.299,0.041,41.3,0,0
25410,0.269,0.126,-93.9,36.6,424.7,-0.136,-0.291,0.042,41.0,0,0
25411,0.257,0.118,-91.9,36.3,423.9,-0.14,-0.292,0.032,39.9,0,0
25412,0.27,0.122,-89.8,35.6,423.8,-0.149,-0.293,0.019,39.0,0,0
25413,0.271,0.119,-87.5,35.0,422.1,-0.156,-0.283,0.008,37.9,0,0
25414,0.272,0.099,-84.9,35.1,421.1,-0.161,-0.266,-0.0,37.4,0,0
25415,0.222,0.105,-81.6,35.7,421.6,-0.157,-0.253,-0.002,37.3,0,0
25416,0.204,0.107,-77.4,36.6,421.3,-0.145,-0.236,0.001,38.5,0,0
25417,0.216,0.124,-72.1,37.7,419.6,-0.128,-0.221,0.011,39.5,0,0
25418,0.199,0.125,-66.9,39.0,420.8,-0.115,-0.211,0.019,40.2,0,0
25419,0.167,0.125,-61.9,40.1,422.8,-0.114,-0.201,0.024,40.8,0,0
25420,0.184,0.128,-56.9,41.1,423.2,-0.111,-0.189,0.026,40.6,0,0
25421,0.166,0.109,-51.9,42.0,423.9,-0.116,-0.176,0.032,40.5,0,0
25422,0.147,0.111,-46.5,42.7,426.0,-0.117,-0.17,0.038,40.6,0,0
25423,0.181,0.086,-40.6,43.5,428.1,-0.128,-0.176,0.05,40.1,0,0
25424,0.219,0.084,-34.4,44.8,434.3,-0.134,-0.187,0.065,39.6,0,0
25425,0.226,0.05,-28.3,45.8,437.1,-0.143,-0.203,0.077,39.5,0,1
25426,0.258,0.018,-21.8,45.7,431.7,-0.129,-0.212,0.073,39.7,0,1
25427,0.304,-0.025,-15.8,46.2,433.6,-0.111,-0.197,0.049,39.8,0,1
25428,0.29,-0.049,-10.7,47.2,438.9,-0.13,-0.195,0.054,39.5,0,1
25429,0.311,-0.029,-5.3,48.1,439.0,-0.121,-0.184,0.042,39.8,0,1
25430,0.312,-0.034,-0.7,49.3,441.8,-0.12,-0.171,0.039,39.8,0,1
25431,0.293,-0.071,3.3,50.4,443.2,-0.136,-0.167,0.059,39.0,1,1
25432,0.282,-0.063,7.5,51.4,444.4,-0.127,-0.159,0.05,39.3,1,1
25433,0.282,-0.074,11.2,52.8,449.7,-0.133,-0.161,0.049,39.1,1,1
25434,0.231,-0.071,14.6,53.7,452.2,-0.142,-0.162,0.054,38.7,1,1
25435,0.164,-0.084,17.4,54.0,447.3,-0.132,-0.161,0.06,38.4,1,1
25436,0.208,-0.101,21.3,56.0,456.0,-0.144,-0.182,0.065,38.3,1,1
25437,0.277,-0.079,25.7,57.9,463.6,-0.146,-0.217,0.069,37.5,1,1
25438,0.305,-0.057,29.8,58.7,465.6,-0.147,-0.24,0.066,36.8,1,1
25439,0.33,-0.057,33.8,59.9,474.4,-0.158,-0.283,0.053,35.9,1,1
25440,0.347,-0.086,36.2,60.1,479.1,-0.173,-0.305,0.042,35.6,1,1
25441,0.374,-0.081,37.8,59.8,486.1,-0.205,-0.329,0.033,35.2,1,1
25442,0.382,-0.082,38.3,59.0,491.2,-0.221,-0.326,0.023,35.2,1,1
25443,0.382,-0.099,38.7,58.2,494.9,-0.241,-0.332,0.013,35.1,1,1
25444,0.374,-0.102,39.2,58.0,498.0,-0.254,-0.331,0.009,34.9,1,1
25445,0.39,-0.109,39.7,58.3,500.4,-0.255,-0.324,0.01,34.7,1,1
25446,0.383,-0.097,40.7,59.5,504.0,-0.253,-0.335,0.018,35.0,1,1
25447,0.352,-0.085,41.2,60.8,504.6,-0.252,-0.347,0.022,34.2,1,1
25448,0.364,-0.081,41.2,62.0,505.1,-0.253,-0.338,0.029,34.4,1,1
25449,0.374,-0.085,40.9,63.0,507.4,-0.246,-0.34,0.034,34.0,1,1
25450,0.388,-0.093,40.1,63.7,508.9,-0.249,-0.339,0.039,33.4,1,1
25451,0.388,-0.098,39.4,64.5,512.1,-0.252,-0.345,0.043,33.2,1,0
25452,0.377,-0.093,38.5,64.8,514.5,-0.247,-0.344,0.045,32.3,1,0
25453,0.396,-0.097,37.1,64.9,515.5,-0.258,-0.344,0.046,30.2,1,0
25454,0.383,-0.141,35.5,65.4,515.0,-0.288,-0.342,0.048,26.0,1,0
25455,0.417,-0.145,34.2,66.1,517.4,-0.288,-0.354,0.046,24.3,1,0
25456,0.437,-0.168,32.9,67.0,519.9,-0.297,-0.341,0.047,22.2,1,0
25457,0.409,-0.189,31.3,67.4,519.8,-0.294,-0.33,0.049,21.6,0,0
25458,0.431,-0.19,30.0,67.9,520.6,-0.302,-0.334,0.046,20.4,0,0
25459,0.43,-0.191,28.8,68.1,519.6,-0.301,-0.333,0.047,19.7,0,0
25460,0.448,-0.18,27.9,68.4,520.4,-0.299,-0.345,0.046,18.9,0,0
25461,0.464,-0.177,26.8,69.1,520.0,-0.282,-0.341,0.043,20.7,0,0
25462,0.453,-0.155,26.1,70.1,521.2,-0.274,-0.349,0.04,21.1,0,0
25463,0.431,-0.187,25.0,70.4,519.3,-0.281,-0.355,0.032,21.1,0,0
25464,0.424,-0.184,24.3,70.7,520.6,-0.279,-0.361,0.03,21.3,0,0
25465,0.449,-0.24,23.4,70.4,518.2,-0.292,-0.354,0.03,21.0,0,0
